quantity,price_at_purchase,price,amount,category,payment_method,transaction_status,review_category
1,487.73,674.61,5.35,0,0,2,0
1,487.73,674.61,5.35,0,0,2,0
1,487.73,674.61,5.35,0,0,2,0
1,928.09,258.49,452.83,0,0,1,0
1,685.78,878.54,33.44,0,0,0,0
1,228.54,413.24,9.64,0,0,2,0
1,944.88,349.46,910.0,3,0,2,0
1,386.82,290.96,135.72,0,0,0,0
1,166.22,379.32,246.1,0,0,0,0
1,464.03,244.38,987.2,1,0,0,0
1,748.08,70.66,591.2,1,0,0,0
1,974.41,125.63,934.8,3,0,1,0
1,791.07,951.43,783.54,2,0,0,0
1,458.23,146.82,81.54,0,0,0,0
1,110.03,450.46,783.0,0,0,1,0
1,879.59,696.52,131.36,1,0,0,0
1,622.32,270.63,609.2,3,0,0,0
1,971.61,779.33,917.5,2,0,0,0
1,723.82,108.21,488.25,1,0,0,0
1,139.79,539.14,459.27,1,0,1,0
1,873.1,937.93,454.65,2,0,0,0
1,35.16,146.79,35.3,3,0,0,0
1,644.95,517.59,147.8,3,0,0,0
1,793.91,163.03,87.63,1,0,0,0
1,439.5,122.74,4.95,1,0,0,0
1,710.99,518.3,327.72,3,0,0,0
1,845.49,83.37,344.82,0,0,0,0
1,714.15,839.39,37.24,0,0,0,0
1,938.34,204.98,65.19,3,0,0,0
1,80.33,880.89,245.15,0,0,0,0
1,871.94,549.23,136.76,1,0,0,0
1,458.62,260.18,595.76,1,0,0,0
1,714.42,651.91,76.23,3,0,0,0
1,583.19,34.93,430.5,3,0,0,0
1,724.06,807.4,34.76,2,0,2,0
1,871.1,652.22,155.8,1,0,0,0
1,999.24,160.82,237.35,3,0,0,0
1,227.35,671.47,75.42,1,0,1,0
1,345.94,40.51,636.24,3,0,0,0
1,544.75,780.5,26.24,1,0,1,0
1,700.24,602.14,579.2,0,0,1,0
1,922.57,73.49,7.56,1,0,1,0
1,415.32,528.04,3.75,1,0,0,0
1,248.61,244.39,442.12,0,0,0,0
1,920.86,202.99,131.6,3,0,0,0
1,510.55,785.1,633.84,1,0,0,0
1,96.3,42.02,330.48,3,0,0,0
1,947.89,137.58,334.38,0,0,0,0
1,853.41,602.14,994.1,0,0,0,0
1,596.82,589.1,971.3,3,0,0,0
1,950.76,549.43,85.29,1,0,0,0
1,845.5,568.02,61.35,1,0,2,0
1,792.98,788.9,307.5,2,0,0,0
1,792.98,788.9,307.5,2,0,0,0
1,792.98,788.9,307.5,2,0,0,0
1,792.98,788.9,307.5,2,0,0,0
1,792.98,788.9,307.5,2,0,0,0
1,792.98,788.9,307.5,2,0,0,0
1,792.98,788.9,307.5,2,0,0,0
1,253.91,873.41,128.72,0,0,2,0
1,963.12,146.79,800.1,3,0,0,0
1,999.09,855.76,909.4,3,0,0,0
1,770.54,18.81,8.62,2,0,0,0
1,833.01,824.89,3.65,2,0,2,0
1,413.03,523.6,60.72,1,0,0,0
1,566.34,717.24,758.43,0,0,0,0
1,107.5,510.93,628.8,1,0,0,0
1,107.5,510.93,628.8,1,0,0,0
1,107.5,510.93,628.8,1,0,0,0
1,107.5,510.93,628.8,1,0,0,0
1,107.5,510.93,628.8,1,0,0,0
1,107.5,510.93,628.8,1,0,0,0
1,107.5,510.93,628.8,1,0,0,0
1,985.22,887.46,586.56,0,0,0,0
1,921.14,135.5,965.6,2,0,0,0
1,251.99,654.23,316.26,3,0,0,0
1,997.77,985.24,343.86,0,0,0,0
1,117.62,884.83,2.06,3,0,0,0
1,653.17,432.32,986.3,1,0,1,0
1,344.09,986.87,906.8,1,0,1,0
1,119.67,767.97,638.72,3,0,0,0
1,63.74,807.63,791.46,1,0,0,0
1,906.97,786.14,207.0,0,0,2,0
1,35.74,402.24,620.96,1,0,1,0
1,77.34,789.37,774.9,3,0,2,0
1,955.23,625.4,605.84,3,0,0,0
1,771.42,257.34,753.21,3,0,0,0
1,491.31,457.31,728.91,2,0,0,0
1,491.31,457.31,728.91,2,0,0,0
1,491.31,457.31,728.91,2,0,0,0
1,491.31,457.31,728.91,2,0,0,0
1,491.31,457.31,728.91,2,0,0,0
1,491.31,457.31,728.91,2,0,0,0
1,491.31,457.31,728.91,2,0,0,0
1,757.68,845.65,790.83,0,0,0,0
1,983.83,517.93,22.08,1,0,1,0
1,944.53,126.58,9.07,2,0,0,0
1,293.67,458.77,796.59,3,0,0,0
1,841.68,933.38,466.41,0,0,0,0
1,669.31,627.21,986.9,0,0,0,0
1,276.72,110.62,138.6,0,0,0,0
1,790.14,807.63,801.54,1,0,0,0
1,629.47,43.64,136.08,2,0,0,0
1,652.59,337.1,26.32,1,0,2,0
1,944.71,332.49,998.3,2,0,0,0
1,899.19,102.08,207.05,3,0,0,0
1,966.61,112.83,452.06,1,0,0,0
1,492.04,54.02,975.3,1,0,2,0
1,119.04,348.42,563.68,1,0,0,0
1,448.96,984.39,122.12,1,0,0,0
1,82.97,177.82,329.64,0,0,0,0
1,393.27,73.42,611.36,1,0,0,0
1,304.19,78.53,948.7,3,0,0,0
1,741.05,187.77,226.45,1,0,0,0
1,454.32,643.24,22.28,1,0,0,0
1,553.35,6.25,225.6,0,0,0,0
1,549.43,584.17,987.5,0,0,2,0
1,560.13,205.43,38.82,1,0,0,0
1,193.49,989.41,302.64,0,0,0,0
1,144.68,545.67,598.88,1,0,0,0
1,934.57,663.19,907.4,0,0,0,0
1,623.36,625.8,122.72,2,0,0,0
1,973.56,618.53,733.32,3,0,0,0
1,92.58,670.62,763.83,2,0,0,0
1,398.86,577.64,9.74,1,0,2,0
1,295.21,807.77,7.71,1,0,0,0
1,32.82,81.32,327.9,1,0,0,0
1,950.73,540.82,753.3,1,0,1,0
1,67.76,978.59,328.86,1,0,0,0
1,67.76,978.59,328.86,1,0,0,0
1,67.76,978.59,328.86,1,0,0,0
1,67.76,978.59,328.86,1,0,0,0
1,67.76,978.59,328.86,1,0,0,0
1,67.76,978.59,328.86,1,0,0,0
1,67.76,978.59,328.86,1,0,0,0
1,190.33,260.29,151.64,0,0,0,0
1,435.27,147.44,447.37,3,0,2,0
1,95.4,558.9,907.3,2,0,0,1
1,95.4,558.9,907.3,2,0,0,1
1,95.4,558.9,907.3,2,0,0,1
1,95.4,558.9,907.3,2,0,0,1
1,95.4,558.9,907.3,2,0,0,1
1,95.4,558.9,907.3,2,0,0,1
1,95.4,558.9,907.3,2,0,0,1
1,494.64,373.51,949.6,2,0,2,0
1,494.64,373.51,949.6,2,0,2,0
1,494.64,373.51,949.6,2,0,2,0
1,494.64,373.51,949.6,2,0,2,0
1,494.64,373.51,949.6,2,0,2,0
1,494.64,373.51,949.6,2,0,2,0
1,494.64,373.51,949.6,2,0,2,0
1,829.15,457.31,354.0,2,0,0,0
1,829.15,457.31,354.0,2,0,0,0
1,829.15,457.31,354.0,2,0,0,0
1,829.15,457.31,354.0,2,0,0,0
1,829.15,457.31,354.0,2,0,0,0
1,829.15,457.31,354.0,2,0,0,0
1,829.15,457.31,354.0,2,0,0,0
1,996.07,134.99,84.6,0,0,2,0
1,363.61,270.97,313.92,0,0,0,0
1,298.66,661.55,353.82,1,0,0,0
1,402.1,916.45,762.84,3,0,0,0
1,258.54,257.22,765.27,0,0,0,0
1,610.75,398.37,83.52,1,0,1,0
1,292.3,389.19,243.25,1,0,1,0
1,562.7,289.2,5.45,3,0,0,0
1,419.55,389.92,762.21,0,0,0,0
1,779.18,450.56,5.88,2,0,1,0
1,406.3,627.45,635.44,0,0,1,0
1,74.79,595.96,598.48,0,0,0,0
1,281.02,126.58,307.56,2,0,0,0
1,997.92,766.67,635.28,3,0,0,0
1,451.07,309.12,245.6,1,0,1,0
1,434.33,313.5,300.06,2,0,0,0
1,83.19,28.58,306.72,3,0,0,0
1,685.72,446.06,481.32,0,0,0,0
1,29.6,644.1,790.02,3,0,0,0
1,921.81,269.42,240.1,0,0,0,0
1,306.44,648.43,132.88,2,0,0,1
1,306.44,648.43,132.88,2,0,0,1
1,306.44,648.43,132.88,2,0,0,1
1,306.44,648.43,132.88,2,0,0,1
1,306.44,648.43,132.88,2,0,0,1
1,306.44,648.43,132.88,2,0,0,1
1,306.44,648.43,132.88,2,0,0,1
1,204.15,178.04,626.8,1,0,0,0
1,892.69,746.48,568.24,1,0,0,0
1,66.63,201.45,159.12,1,0,0,0
1,76.79,261.74,28.72,0,0,0,0
1,438.36,135.5,221.75,2,0,0,0
1,724.06,657.6,776.16,1,0,0,0
1,939.8,316.99,803.07,3,0,1,0
1,471.69,35.99,242.65,2,0,0,0
1,266.73,26.5,31.82,1,0,1,0
1,564.12,276.04,223.15,0,0,0,0
1,292.23,74.41,735.39,2,0,0,0
1,531.5,49.16,304.08,1,0,0,0
1,103.87,71.93,921.5,1,0,0,0
1,889.87,70.66,465.78,1,0,0,0
1,973.1,466.76,321.6,0,0,0,0
1,58.26,45.31,0.32,0,0,0,0
1,646.77,606.53,607.6,1,0,0,0
1,671.62,75.7,31.66,3,0,0,0
1,267.26,281.92,580.64,1,0,0,0
1,73.13,968.11,229.1,3,0,0,0
1,57.14,584.97,122.56,1,0,0,0
1,541.66,205.2,79.23,2,0,0,0
1,28.56,835.36,22.34,0,0,0,0
1,36.26,853.56,121.88,0,0,1,0
1,332.27,608.78,144.32,1,0,0,0
1,297.23,507.92,481.18,0,0,1,0
1,885.71,276.39,613.92,1,0,1,0
1,882.84,210.09,69.33,2,0,0,0
1,102.48,239.34,725.04,0,0,2,0
1,24.58,829.69,922.3,1,0,0,0
1,664.86,113.93,36.94,3,0,0,0
1,827.36,71.63,479.85,3,0,0,0
1,548.07,268.69,998.9,2,0,0,0
1,102.35,389.9,600.72,3,0,0,0
1,450.84,406.07,67.29,1,0,1,0
1,320.63,840.41,980.6,3,0,0,0
1,292.74,266.88,741.96,2,0,0,0
1,914.01,846.25,769.32,0,0,0,0
1,494.85,286.38,243.95,2,0,0,0
1,372.86,106.21,146.28,2,0,0,0
1,549.02,648.22,757.89,0,0,0,0
1,821.41,561.73,459.48,1,0,0,0
1,128.81,196.96,134.48,3,0,0,0
1,226.17,16.9,124.4,3,0,0,0
1,526.31,887.56,23.2,3,0,0,0
1,565.55,652.44,908.8,0,0,0,0
1,68.84,160.82,333.18,3,0,0,0
1,524.4,475.59,926.7,1,0,0,0
1,641.16,72.33,970.9,3,0,0,0
1,345.35,203.15,5.66,3,0,0,0
1,439.62,723.04,761.85,0,0,0,0
1,179.11,73.49,231.1,1,0,0,0
1,24.44,714.38,468.37,3,0,0,0
1,483.56,265.08,87.93,3,0,0,0
1,912.06,442.76,33.94,1,0,0,0
1,366.93,637.22,70.59,1,0,0,0
1,737.66,187.29,974.3,0,0,0,0
1,224.3,661.76,932.7,2,0,0,0
1,556.46,695.03,971.9,1,0,0,0
1,692.27,340.41,159.32,1,0,0,0
1,64.31,197.66,68.13,0,0,0,0
1,820.38,671.34,35.44,1,0,0,0
1,445.58,246.76,6.49,2,0,0,0
1,941.55,642.56,638.32,0,0,1,0
1,987.83,937.93,68.94,2,0,1,0
1,909.9,37.49,476.0,3,0,0,0
1,986.83,459.68,73.95,3,0,1,0
1,458.15,553.74,8.09,0,0,0,0
1,822.36,544.24,62.31,3,0,0,0
1,440.72,491.45,352.02,2,0,0,0
1,440.72,491.45,352.02,2,0,0,0
1,440.72,491.45,352.02,2,0,0,0
1,440.72,491.45,352.02,2,0,0,0
1,440.72,491.45,352.02,2,0,0,0
1,440.72,491.45,352.02,2,0,0,0
1,440.72,491.45,352.02,2,0,0,0
1,105.38,598.77,453.18,1,0,0,0
1,175.47,515.57,148.92,2,0,0,0
1,953.38,32.83,805.14,1,0,0,0
1,144.47,174.28,344.46,3,0,0,0
1,173.84,714.38,70.83,3,0,0,0
1,843.03,861.45,485.94,1,0,0,0
1,49.41,704.55,795.51,2,0,0,0
1,49.41,704.55,795.51,2,0,0,0
1,49.41,704.55,795.51,2,0,0,0
1,49.41,704.55,795.51,2,0,0,0
1,49.41,704.55,795.51,2,0,0,0
1,49.41,704.55,795.51,2,0,0,0
1,49.41,704.55,795.51,2,0,0,0
1,476.72,341.72,903.1,2,0,0,0
1,405.01,381.13,320.88,0,0,1,0
1,670.09,910.23,66.45,1,0,0,0
1,767.83,540.88,83.07,3,0,0,0
1,92.03,401.69,937.6,2,0,0,0
1,273.68,727.72,333.18,0,0,0,0
1,849.85,374.12,463.05,0,0,0,0
1,787.86,450.82,66.36,0,0,0,0
1,923.72,317.39,302.94,1,0,0,0
1,888.6,168.92,4.31,1,0,0,0
1,152.66,619.75,240.65,0,0,0,0
1,721.28,450.82,445.27,0,0,0,0
1,892.62,557.61,342.66,1,0,0,0
1,854.44,749.89,139.56,2,0,0,0
1,340.95,269.61,6.7,3,0,0,0
1,565.68,450.82,603.2,0,0,0,0
1,413.43,828.23,21.3,1,0,0,0
1,768.11,808.33,339.06,0,0,0,0
1,468.79,589.03,62.31,1,0,2,0
1,987.45,339.34,955.3,1,0,0,0
1,908.44,931.48,442.96,3,0,0,0
1,213.64,700.37,443.59,1,0,2,0
1,135.48,632.17,962.8,3,0,0,0
1,59.44,178.87,934.3,2,0,0,0
1,217.59,974.91,421.19,3,0,0,0
1,937.96,787.76,432.39,3,0,0,0
1,476.04,670.62,809.1,2,0,0,0
1,883.89,6.19,207.75,1,0,0,0
1,883.89,6.19,207.75,1,0,0,0
1,883.89,6.19,207.75,1,0,0,0
1,883.89,6.19,207.75,1,0,0,0
1,883.89,6.19,207.75,1,0,0,0
1,883.89,6.19,207.75,1,0,0,0
1,883.89,6.19,207.75,1,0,0,0
1,907.87,828.05,992.9,1,0,0,0
1,283.85,773.69,928.4,3,0,0,0
1,36.94,780.5,148.96,1,0,0,0
1,767.12,60.12,338.64,0,0,0,0
1,998.53,782.17,0.34,3,0,0,0
1,240.36,245.35,60.51,2,0,0,0
1,240.36,245.35,60.51,2,0,0,0
1,240.36,245.35,60.51,2,0,0,0
1,240.36,245.35,60.51,2,0,0,0
1,240.36,245.35,60.51,2,0,0,0
1,240.36,245.35,60.51,2,0,0,0
1,240.36,245.35,60.51,2,0,0,0
1,655.69,327.91,201.45,3,0,1,0
1,543.42,74.41,918.6,2,0,0,0
1,205.42,613.03,475.79,1,0,0,0
1,507.24,857.44,69.03,0,0,0,0
1,438.76,696.05,37.26,1,0,2,0
1,305.09,770.32,31.26,1,0,0,0
1,684.36,829.16,9.69,1,0,1,0
1,189.0,378.11,420.7,1,0,2,0
1,181.19,430.69,21.64,1,0,0,0
1,664.03,138.84,225.8,3,0,0,0
1,133.01,677.45,610.88,3,0,0,0
1,65.4,664.32,0.95,1,0,0,0
1,966.03,125.24,35.04,1,0,0,0
1,225.32,503.88,8.48,1,0,0,0
1,669.57,476.05,247.15,1,0,0,0
1,737.9,289.76,946.2,3,0,2,0
1,509.7,42.02,741.42,3,0,0,0
1,49.48,634.32,232.95,1,0,0,0
1,520.7,105.19,240.55,1,0,0,0
1,676.87,148.47,33.6,1,0,0,0
1,456.86,765.28,959.2,3,0,0,0
1,712.64,866.06,230.4,3,0,0,0
1,607.74,768.87,9.35,3,0,0,0
1,695.19,322.1,244.05,3,0,0,0
1,76.69,840.99,138.92,3,0,0,0
1,842.77,83.58,609.76,0,0,2,0
1,797.63,602.9,766.44,3,0,0,0
1,792.1,300.28,724.32,3,0,0,0
1,293.07,494.24,320.22,0,0,1,0
1,530.99,692.84,6.4,0,0,0,0
1,380.26,916.45,244.95,3,0,0,0
1,351.74,442.76,83.94,1,0,0,0
1,468.45,423.14,38.98,0,0,0,1
1,468.45,423.14,38.98,0,0,0,1
1,468.45,423.14,38.98,0,0,0,1
1,468.45,423.14,38.98,0,0,0,1
1,468.45,423.14,38.98,0,0,0,1
1,468.45,423.14,38.98,0,0,0,1
1,468.45,423.14,38.98,0,0,0,1
1,523.27,972.81,350.04,0,0,0,0
1,917.43,444.8,34.36,1,0,0,0
1,145.7,524.58,27.28,2,0,0,1
1,145.7,524.58,27.28,2,0,0,1
1,145.7,524.58,27.28,2,0,0,1
1,145.7,524.58,27.28,2,0,0,1
1,145.7,524.58,27.28,2,0,0,1
1,145.7,524.58,27.28,2,0,0,1
1,145.7,524.58,27.28,2,0,0,1
1,475.27,368.87,2.9,2,0,0,0
1,369.54,59.58,770.49,2,0,2,0
1,614.53,957.07,71.67,3,0,1,0
1,571.6,648.43,919.0,2,0,0,1
1,571.6,648.43,919.0,2,0,0,1
1,571.6,648.43,919.0,2,0,0,1
1,571.6,648.43,919.0,2,0,0,1
1,571.6,648.43,919.0,2,0,0,1
1,571.6,648.43,919.0,2,0,0,1
1,571.6,648.43,919.0,2,0,0,1
1,20.46,928.81,8.33,0,0,1,0
1,653.79,964.36,140.84,3,0,0,0
1,641.3,944.07,758.79,0,0,0,0
1,554.3,645.67,639.76,1,0,0,0
1,560.43,761.55,341.88,0,0,0,0
1,560.43,761.55,341.88,0,0,0,0
1,560.43,761.55,341.88,0,0,0,0
1,560.43,761.55,341.88,0,0,0,0
1,560.43,761.55,341.88,0,0,0,0
1,560.43,761.55,341.88,0,0,0,0
1,560.43,761.55,341.88,0,0,0,0
1,753.02,589.03,7.83,1,0,1,0
1,948.23,21.14,778.77,1,0,0,0
1,433.39,889.82,72.99,3,0,0,0
1,798.49,674.61,131.48,2,0,0,0
1,498.37,116.46,358.8,2,0,0,0
1,40.72,906.27,38.66,1,0,0,0
1,832.71,617.99,724.14,2,0,0,0
1,673.49,827.35,996.3,0,0,0,0
1,922.53,148.47,620.48,1,0,0,0
1,96.75,829.69,336.0,1,0,0,0
1,893.46,0.16,38.28,0,0,0,0
1,437.37,980.09,73.89,3,0,2,0
1,437.37,980.09,73.89,3,0,2,0
1,437.37,980.09,73.89,3,0,2,0
1,437.37,980.09,73.89,3,0,2,0
1,437.37,980.09,73.89,3,0,2,0
1,437.37,980.09,73.89,3,0,2,0
1,437.37,980.09,73.89,3,0,2,0
1,53.64,697.19,328.74,0,0,0,0
1,900.52,843.87,477.47,1,0,0,0
1,280.2,206.79,331.2,1,0,1,0
1,314.97,925.92,472.43,1,0,0,0
1,388.97,132.94,427.21,1,0,0,0
1,63.41,671.34,593.44,1,0,0,0
1,380.76,805.66,154.88,3,0,0,0
1,255.02,906.47,989.2,2,0,1,0
1,420.1,998.67,341.1,3,0,0,0
1,289.13,713.39,219.65,0,0,0,0
1,809.09,439.15,60.6,1,0,0,0
1,56.66,201.45,222.15,1,0,2,0
1,809.72,392.3,24.36,1,0,0,0
1,888.17,271.63,7.87,2,0,0,0
1,622.5,507.92,975.8,0,0,0,0
1,279.44,163.6,425.25,3,0,2,0
1,617.66,393.8,3.13,2,0,1,0
1,163.57,242.23,4.43,1,0,0,0
1,517.38,257.22,88.86,0,0,2,0
1,92.26,645.67,61.41,1,0,0,0
1,694.35,965.16,210.25,1,0,2,0
1,283.48,907.19,20.86,2,0,0,0
1,963.4,893.05,600.32,2,0,0,0
1,564.2,750.76,126.64,3,0,1,0
1,942.49,695.11,22.76,2,0,0,0
1,309.72,660.88,325.5,0,0,0,0
1,794.94,908.95,737.91,0,0,1,0
1,940.43,14.04,155.76,3,0,0,0
1,804.79,337.21,237.75,3,0,2,0
1,512.12,528.04,202.15,1,0,0,0
1,826.68,704.55,22.2,2,0,0,0
1,826.68,704.55,22.2,2,0,0,0
1,826.68,704.55,22.2,2,0,0,0
1,826.68,704.55,22.2,2,0,0,0
1,826.68,704.55,22.2,2,0,0,0
1,826.68,704.55,22.2,2,0,0,0
1,826.68,704.55,22.2,2,0,0,0
1,640.0,70.68,5.88,1,0,0,0
1,990.41,393.95,347.58,3,0,0,0
1,811.98,892.35,24.48,1,0,0,0
1,797.0,469.44,423.85,3,0,0,0
1,925.67,978.09,997.1,1,0,0,0
1,581.08,515.57,6.99,2,0,0,0
1,588.22,821.52,131.04,1,0,0,0
1,951.6,218.4,71.22,1,0,0,0
1,942.1,725.19,344.16,1,0,2,0
1,463.28,375.53,134.12,2,0,0,0
1,805.11,928.48,757.8,2,0,2,0
1,419.01,175.53,785.79,1,0,0,0
1,839.0,591.16,562.16,2,0,0,0
1,945.52,336.04,0.3,3,0,0,0
1,928.38,555.36,302.58,1,0,0,0
1,578.2,998.47,9.6,1,0,0,0
1,674.87,990.61,314.16,0,0,0,0
1,947.98,90.95,489.09,1,0,0,0
1,333.46,630.68,148.56,3,0,0,0
1,358.7,813.86,720.72,0,0,0,0
1,930.99,58.2,20.56,0,0,1,0
1,675.91,576.63,1.06,3,0,0,0
1,416.1,545.11,153.36,1,0,0,1
1,416.1,545.11,153.36,1,0,0,1
1,416.1,545.11,153.36,1,0,0,1
1,416.1,545.11,153.36,1,0,0,1
1,416.1,545.11,153.36,1,0,0,1
1,416.1,545.11,153.36,1,0,0,1
1,416.1,545.11,153.36,1,0,0,1
1,784.04,46.96,145.2,1,0,0,0
1,566.69,247.77,324.36,0,0,0,0
1,872.81,858.06,489.02,1,0,0,0
1,471.71,770.46,84.69,2,0,0,0
1,142.43,439.15,36.12,1,0,0,0
1,58.87,313.23,30.8,3,0,0,0
1,645.42,290.75,583.68,3,0,0,0
1,108.23,299.69,120.56,3,0,1,0
1,513.89,578.01,23.96,0,0,0,0
1,79.92,360.14,427.35,0,0,2,0
